Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-01 09:30:00-04:00,114.9314956665039,117.39900207519531,114.82749938964844,115.13199615478516,115.13199615478516,0
2022-06-01 10:30:00-04:00,115.04649353027344,115.37449645996094,114.20999908447266,114.5364990234375,114.5364990234375,198023
2022-06-01 11:30:00-04:00,114.47950744628906,114.70849609375,113.67149353027344,113.90400695800781,113.90400695800781,145609
2022-06-01 12:30:00-04:00,113.85899353027344,114.39949798583984,113.55049896240234,114.02650451660156,114.02650451660156,114263
2022-06-01 13:30:00-04:00,114.09599304199219,115.28399658203125,113.87199401855469,115.19032287597656,115.19032287597656,128865
2022-06-01 14:30:00-04:00,115.25999450683594,115.27950286865234,114.5009994506836,114.7022476196289,114.7022476196289,115880
2022-06-01 15:30:00-04:00,114.55049896240234,115.02925109863281,113.9844970703125,114.10749816894531,114.10749816894531,155573
2022-06-02 09:30:00-04:00,114.18800354003906,115.50450134277344,113.30799865722656,114.58299255371094,114.58299255371094,300639
2022-06-02 10:30:00-04:00,114.58349609375,116.07125091552734,114.5425033569336,115.83525085449219,115.83525085449219,151573
2022-06-02 11:30:00-04:00,115.7770004272461,116.8550033569336,115.44050598144531,116.8550033569336,116.8550033569336,133733
2022-06-02 12:30:00-04:00,116.99849700927734,117.88299560546875,116.885498046875,117.3604965209961,117.3604965209961,167488
2022-06-02 13:30:00-04:00,117.4209976196289,117.8594970703125,117.36474609375,117.65074157714844,117.65074157714844,108155
2022-06-02 14:30:00-04:00,117.5999984741211,117.78700256347656,117.13999938964844,117.23725891113281,117.23725891113281,164870
2022-06-02 15:30:00-04:00,117.21199798583984,117.89799499511719,117.20649719238281,117.6935043334961,117.6935043334961,181357
2022-06-03 09:30:00-04:00,115.6449966430664,116.364501953125,114.78653717041016,115.13850402832031,115.13850402832031,320644
2022-06-03 10:30:00-04:00,115.15350341796875,115.39505767822266,113.781005859375,113.8905029296875,113.8905029296875,192643
2022-06-03 11:30:00-04:00,113.906005859375,114.40450286865234,113.906005859375,114.30899810791016,114.30899810791016,119552
2022-06-03 12:30:00-04:00,114.3322525024414,114.94474792480469,114.19850158691406,114.38249206542969,114.38249206542969,123205
2022-06-03 13:30:00-04:00,114.3604965209961,114.72249603271484,114.08475494384766,114.72249603271484,114.72249603271484,72232
2022-06-03 14:30:00-04:00,114.6917495727539,114.6917495727539,114.0584945678711,114.23500061035156,114.23500061035156,107801
2022-06-03 15:30:00-04:00,114.19649505615234,114.72550201416016,114.10600280761719,114.5459976196289,114.5459976196289,165453
2022-06-06 09:30:00-04:00,116.74250793457031,119.39847564697266,116.56724548339844,118.85099792480469,118.85099792480469,353196
2022-06-06 10:30:00-04:00,118.73899841308594,119.17449951171875,117.26350402832031,117.6935043334961,117.6935043334961,163320
2022-06-06 11:30:00-04:00,117.75999450683594,118.2614974975586,116.70149993896484,116.74849700927734,116.74849700927734,130675
2022-06-06 12:30:00-04:00,116.70699310302734,117.44925689697266,116.5282974243164,116.99800109863281,116.99800109863281,101686
2022-06-06 13:30:00-04:00,117.04949951171875,118.08399963378906,116.95799255371094,117.32853698730469,117.32853698730469,104334
2022-06-06 14:30:00-04:00,117.3084945678711,117.4949951171875,116.62596130371094,116.81199645996094,116.81199645996094,101665
2022-06-06 15:30:00-04:00,116.7439956665039,117.13824462890625,116.53499603271484,117.0,117.0,121241
2022-06-07 09:30:00-04:00,115.64799499511719,116.78299713134766,115.12550354003906,116.72762298583984,116.72762298583984,334151
2022-06-07 10:30:00-04:00,116.72725677490234,117.74861907958984,116.6935043334961,116.89649963378906,116.89649963378906,160501
2022-06-07 11:30:00-04:00,116.80699157714844,116.83299255371094,116.0,116.1395034790039,116.1395034790039,135832
2022-06-07 12:30:00-04:00,116.1405029296875,116.89024353027344,116.00199890136719,116.87449645996094,116.87449645996094,140130
2022-06-07 13:30:00-04:00,116.89549255371094,117.4749984741211,116.72049713134766,117.23675537109375,117.23675537109375,118178
2022-06-07 14:30:00-04:00,117.24955749511719,117.39849853515625,116.8479995727539,117.0094985961914,117.0094985961914,114897
2022-06-07 15:30:00-04:00,116.9334945678711,117.43424987792969,116.9334945678711,117.1810073852539,117.1810073852539,178117
2022-06-08 09:30:00-04:00,116.87650299072266,118.12850189208984,116.6967544555664,117.93824768066406,117.93824768066406,256954
2022-06-08 10:30:00-04:00,117.93824768066406,118.64599609375,117.3483657836914,118.54300689697266,118.54300689697266,180626
2022-06-08 11:30:00-04:00,118.48924255371094,118.59124755859375,117.39500427246094,117.63399505615234,117.63399505615234,94725
2022-06-08 12:30:00-04:00,117.63399505615234,117.63399505615234,116.83900451660156,117.36702728271484,117.36702728271484,137592
2022-06-08 13:30:00-04:00,117.2249984741211,117.656005859375,116.79930114746094,117.40400695800781,117.40400695800781,96417
2022-06-08 14:30:00-04:00,117.36700439453125,117.75250244140625,117.14509582519531,117.58125305175781,117.58125305175781,113708
2022-06-08 15:30:00-04:00,117.66450500488281,117.9280014038086,117.11600494384766,117.25749206542969,117.25749206542969,118019
2022-06-09 09:30:00-04:00,116.34150695800781,117.92549896240234,116.34150695800781,117.71500396728516,117.71500396728516,229991
2022-06-09 10:30:00-04:00,117.7762451171875,117.94999694824219,117.0260009765625,117.74150085449219,117.74150085449219,161638
2022-06-09 11:30:00-04:00,117.71150207519531,118.3499984741211,117.5,117.9530029296875,117.9530029296875,132910
2022-06-09 12:30:00-04:00,118.01700592041016,118.25,117.55024719238281,117.59749603271484,117.59749603271484,75329
2022-06-09 13:30:00-04:00,117.48750305175781,117.48750305175781,116.5341567993164,116.80024719238281,116.80024719238281,103539
2022-06-09 14:30:00-04:00,116.75050354003906,116.79300689697266,115.8060073852539,115.8064956665039,115.8064956665039,125295
2022-06-09 15:30:00-04:00,115.71299743652344,115.72624206542969,114.86700439453125,114.87650299072266,114.87650299072266,182513
2022-06-10 09:30:00-04:00,112.78125,113.49699401855469,110.86100006103516,110.9489974975586,110.9489974975586,429294
2022-06-10 10:30:00-04:00,110.94300842285156,111.6572494506836,110.94300842285156,111.1259994506836,111.1259994506836,175262
2022-06-10 11:30:00-04:00,111.1550064086914,111.5,110.94100189208984,111.4229965209961,111.4229965209961,106516
2022-06-10 12:30:00-04:00,111.42350769042969,111.99800109863281,111.38325500488281,111.85624694824219,111.85624694824219,159834
2022-06-10 13:30:00-04:00,111.94100189208984,112.64100646972656,111.6104965209961,112.24699401855469,112.24699401855469,144529
2022-06-10 14:30:00-04:00,112.2854995727539,113.0040054321289,112.19999694824219,112.7435073852539,112.7435073852539,143450
2022-06-10 15:30:00-04:00,112.77750396728516,112.77750396728516,111.4000015258789,111.41450500488281,111.41450500488281,228992
2022-06-13 09:30:00-04:00,107.98199462890625,109.218505859375,107.32275390625,107.55250549316406,107.55250549316406,431617
2022-06-13 10:30:00-04:00,107.59428405761719,108.11199951171875,107.01300048828125,107.71500396728516,107.71500396728516,206649
2022-06-13 11:30:00-04:00,107.69999694824219,108.5199966430664,107.5637435913086,108.48699951171875,108.48699951171875,137897
2022-06-13 12:30:00-04:00,108.406005859375,109.0,107.75325012207031,108.0999984741211,108.0999984741211,129159
2022-06-13 13:30:00-04:00,108.111328125,108.63401794433594,107.69728088378906,107.98600006103516,107.98600006103516,128604
2022-06-13 14:30:00-04:00,107.98750305175781,108.14649963378906,106.86175537109375,106.89949798583984,106.89949798583984,218286
2022-06-13 15:30:00-04:00,106.89799499511719,107.17449951171875,106.58805084228516,106.8844985961914,106.8844985961914,342753
2022-06-14 09:30:00-04:00,106.88999938964844,107.86500549316406,106.63999938964844,106.81099700927734,106.81099700927734,302458
2022-06-14 10:30:00-04:00,106.81099700927734,107.51600646972656,106.35200500488281,106.55049896240234,106.55049896240234,179052
2022-06-14 11:30:00-04:00,106.58758544921875,107.5560073852539,106.55049896240234,107.46150207519531,107.46150207519531,106623
2022-06-14 12:30:00-04:00,107.50621032714844,108.4574966430664,107.07649993896484,107.8685073852539,107.8685073852539,130047
2022-06-14 13:30:00-04:00,107.8280029296875,107.86424255371094,107.3185043334961,107.64900207519531,107.64900207519531,92263
2022-06-14 14:30:00-04:00,107.67799377441406,107.80074310302734,106.6500015258789,107.23149108886719,107.23149108886719,123450
2022-06-14 15:30:00-04:00,107.26065826416016,107.89599609375,107.1469955444336,107.18050384521484,107.18050384521484,185030
